,PID,MS_SubClass,MS_Zoning,Lot_Frontage,Lot_Area,Street,Alley,Lot_Shape,Land_Contour,Utilities,Lot_Config,Land_Slope,Neighborhood,Condition_1,Condition_2,Bldg_Type,House_Style,Overall_Qual,Overall_Cond,Year_Built,Year_Remod_Add,Roof_Style,Roof_Matl,Exterior_1st,Exterior_2nd,Mas_Vnr_Type,Mas_Vnr_Area,Exter_Qual,Exter_Cond,Foundation,Bsmt_Qual,Bsmt_Cond,Bsmt_Exposure,BsmtFin_Type_1,BsmtFin_SF_1,BsmtFin_Type_2,BsmtFin_SF_2,Bsmt_Unf_SF,Total_Bsmt_SF,Heating,Heating_QC,Central_Air,Electrical,First_Flr_SF,Second_Flr_SF,Low_Qual_Fin_SF,Gr_Liv_Area,Bsmt_Full_Bath,Bsmt_Half_Bath,Full_Bath,Half_Bath,Bedroom_AbvGr,Kitchen_AbvGr,Kitchen_Qual,TotRms_AbvGrd,Functional,Fireplaces,Fireplace_Qu,Garage_Type,Garage_Yr_Blt,Garage_Finish,Garage_Cars,Garage_Area,Garage_Qual,Garage_Cond,Paved_Drive,Wood_Deck_SF,Open_Porch_SF,Enclosed_Porch,Three_season_porch,Screen_Porch,Pool_Area,Pool_QC,Fence,Misc_Feature,Misc_Val,Mo_Sold,Year_Sold,Sale_Type,Sale_Condition,Longitude,Latitude,Sale_Price
1854,533251110,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,80,12000,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Veenker,Norm,Norm,OneFam,One_Story,Good,Above_Average,1980,1980,Hip,CompShg,VinylSd,MetalSd,BrkFace,600,Good,Typical,CBlock,Good,Typical,No,GLQ,3,Unf,0,270,2002,GasA,Excellent,Y,SBrkr,2362,0,0,2362,1,0,2,1,3,1,Good,8,Typ,1,Typical,Attchd,1980.0,RFn,2,546,Good,Typical,Paved,180,16,0,0,0,0,No_Pool,No_Fence,None,0,3,2007,WD ,Normal,-93.645798,42.044762,255000
1857,533253180,One_Story_PUD_1946_and_Newer,Residential_Low_Density,40,3840,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Inside,Gtl,Greens,Norm,Norm,TwnhsE,One_Story,Very_Good,Above_Average,1978,1998,Gable,CompShg,Wd Sdng,Plywood,None,0,Good,Typical,CBlock,Good,Typical,Gd,GLQ,3,LwQ,176,0,1057,GasA,Typical,Y,SBrkr,1295,0,0,1295,1,0,1,0,1,1,Good,4,Typ,2,Typical,Attchd,1978.0,Fin,2,571,Typical,Typical,Paved,133,89,0,0,0,0,No_Pool,No_Fence,None,0,7,2007,WD ,Normal,-93.648172,42.043754,213750
1858,533254100,Split_or_Multilevel,Residential_Low_Density,80,9600,Pave,No_Alley_Access,Regular,Lvl,AllPub,FR2,Gtl,Veenker,Feedr,Norm,OneFam,SLvl,Above_Average,Good,1976,1994,Hip,CompShg,Plywood,Plywood,BrkFace,360,Good,Good,CBlock,Typical,Typical,No,Unf,7,Unf,0,528,528,GasA,Excellent,Y,SBrkr,1094,761,0,1855,0,0,2,1,3,1,Typical,7,Typ,1,Typical,Attchd,1976.0,RFn,2,512,Typical,Typical,Paved,113,100,0,0,0,0,No_Pool,No_Fence,None,0,8,2007,WD ,Normal,-93.645547,42.043048,187000
1859,533254130,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,80,9600,Pave,No_Alley_Access,Regular,Lvl,AllPub,FR2,Gtl,Veenker,Feedr,Norm,OneFam,One_Story,Above_Average,Very_Good,1976,1976,Gable,CompShg,MetalSd,MetalSd,None,0,Typical,Typical,CBlock,Good,Typical,Gd,ALQ,1,Unf,0,284,1262,GasA,Excellent,Y,SBrkr,1262,0,0,1262,0,1,2,0,3,1,Typical,6,Typ,1,Typical,Attchd,1976.0,RFn,2,460,Typical,Typical,Paved,298,0,0,0,0,0,No_Pool,No_Fence,None,0,5,2007,WD ,Normal,-93.645544,42.042961,181500
1860,533350020,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,94,17778,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Inside,Gtl,Veenker,Norm,Norm,OneFam,One_Story,Very_Good,Average,1981,1981,Hip,CompShg,BrkFace,BrkFace,None,0,Good,Typical,CBlock,Good,Typical,Gd,ALQ,1,Rec,829,0,2461,GasA,Good,Y,SBrkr,2497,0,0,2497,1,0,2,0,2,1,Good,7,Typ,2,Good,Attchd,1981.0,RFn,2,676,Typical,Typical,Paved,266,0,0,0,0,0,No_Pool,No_Fence,None,0,3,2007,WD ,Normal,-93.658232,42.037103,373000
1862,534104090,Two_Story_1946_and_Newer,Floating_Village_Residential,0,7050,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Somerset,Norm,Norm,OneFam,Two_Story,Good,Average,2001,2001,Gable,CompShg,VinylSd,VinylSd,None,0,Good,Typical,PConc,Good,Typical,No,GLQ,3,Unf,0,319,1057,GasA,Excellent,Y,SBrkr,1057,872,0,1929,1,0,2,1,3,1,Good,7,Typ,1,Typical,Attchd,2001.0,Fin,2,650,Typical,Typical,Paved,0,235,0,0,0,0,No_Pool,No_Fence,None,0,5,2007,WD ,Normal,-93.639515,42.048488,226000
1864,534127080,Two_Story_1946_and_Newer,Residential_Low_Density,80,8000,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Northwest_Ames,PosA,Norm,OneFam,Two_Story,Above_Average,Above_Average,1970,1970,Gable,CompShg,VinylSd,VinylSd,BrkFace,525,Typical,Typical,CBlock,Typical,Typical,No,Rec,6,Unf,0,93,1008,GasA,Typical,Y,SBrkr,1403,1008,0,2411,1,0,2,1,4,1,Typical,8,Typ,1,Poor,Attchd,1970.0,RFn,2,570,Typical,Typical,Paved,0,192,0,0,0,0,No_Pool,No_Fence,None,0,6,2007,WD ,Normal,-93.635094,42.047758,240050
1866,534127260,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,130,11700,Pave,No_Alley_Access,Regular,Lvl,AllPub,Corner,Gtl,Northwest_Ames,Norm,Norm,OneFam,One_Story,Above_Average,Average,1968,1968,Gable,CompShg,HdBoard,HdBoard,BrkFace,196,Typical,Typical,PConc,Good,Typical,No,ALQ,1,Unf,0,385,1295,GasA,Fair,Y,SBrkr,1295,0,0,1295,1,0,1,1,3,1,Typical,6,Typ,0,No_Fireplace,Attchd,1968.0,Fin,2,528,Typical,Typical,Paved,0,194,0,0,200,0,No_Pool,No_Fence,None,0,4,2007,WD ,Normal,-93.635899,42.04849,164000
1867,534128090,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,108,11358,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Corner,Gtl,Northwest_Ames,Norm,Norm,OneFam,One_Story,Good,Good,1972,1987,Hip,CompShg,Wd Sdng,Wd Sdng,None,0,Typical,Typical,CBlock,Typical,Typical,No,BLQ,2,Unf,0,778,1124,GasA,Typical,Y,SBrkr,1610,0,0,1610,0,0,2,0,3,1,Good,8,Typ,1,Typical,Attchd,1972.0,RFn,2,515,Typical,Typical,Paved,202,0,0,0,256,0,No_Pool,No_Fence,None,0,5,2007,WD ,Normal,-93.63155400000001,42.047615,185000
1868,534151090,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,80,9547,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Northwest_Ames,Norm,Norm,OneFam,One_Story,Good,Above_Average,1993,1993,Gable,CompShg,VinylSd,VinylSd,BrkFace,112,Typical,Typical,PConc,Good,Typical,No,Unf,7,Unf,0,1594,1594,GasA,Excellent,Y,SBrkr,1594,0,0,1594,0,0,2,0,2,1,Good,6,Typ,1,Typical,Attchd,1993.0,RFn,2,472,Typical,Typical,Paved,190,80,0,0,0,0,No_Pool,No_Fence,None,0,7,2007,WD ,Normal,-93.638051,42.043363,188500
1869,534151180,Two_Story_1946_and_Newer,Residential_Low_Density,78,10530,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Northwest_Ames,Norm,Norm,OneFam,Two_Story,Good,Above_Average,1993,1993,Gable,CompShg,MetalSd,MetalSd,BrkFace,194,Good,Typical,PConc,Good,Typical,No,GLQ,3,Unf,0,329,1148,GasA,Excellent,Y,SBrkr,1091,984,0,2075,1,0,2,1,3,1,Good,8,Typ,1,Good,Attchd,1993.0,Unf,2,473,Typical,Typical,Paved,235,86,0,0,0,0,No_Pool,No_Fence,None,0,8,2007,WD ,Normal,-93.63687,42.043005,255000
1870,534175010,Duplex_All_Styles_and_Ages,Residential_Low_Density,0,11500,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Corner,Gtl,Northwest_Ames,Feedr,RRAn,Duplex,One_Story,Average,Above_Average,1976,1976,Gable,CompShg,VinylSd,VinylSd,BrkFace,164,Typical,Typical,CBlock,Typical,Typical,No,Unf,7,Unf,0,1680,1680,GasA,Fair,Y,SBrkr,1680,0,0,1680,0,0,2,0,4,2,Typical,8,Typ,0,No_Fireplace,Detchd,1976.0,Unf,2,528,Typical,Typical,Paved,0,0,0,0,0,0,No_Pool,No_Fence,None,0,6,2007,WD ,Normal,-93.633748,42.045483000000004,136905
1871,534176140,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,88,10738,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Corner,Gtl,Northwest_Ames,Norm,Norm,OneFam,One_Story,Above_Average,Good,1966,1966,Hip,CompShg,HdBoard,HdBoard,None,0,Typical,Typical,CBlock,Typical,Typical,No,ALQ,1,Unf,0,301,1093,GasA,Good,Y,SBrkr,1093,0,0,1093,1,0,2,0,3,1,Typical,6,Typ,1,Fair,Attchd,1966.0,RFn,2,484,Typical,Typical,Paved,224,0,0,0,0,0,No_Pool,Minimum_Privacy,Shed,400,11,2007,WD ,Normal,-93.63167299999999,42.042590000000004,158500
1874,534201040,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,70,8050,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,North_Ames,Norm,Norm,OneFam,One_Story,Average,Above_Average,1967,1993,Gable,CompShg,MetalSd,MetalSd,None,0,Typical,Typical,CBlock,Typical,Typical,No,ALQ,1,BLQ,38,437,949,GasA,Typical,Y,SBrkr,1107,0,0,1107,1,0,1,0,3,1,Good,5,Typ,0,No_Fireplace,Attchd,1967.0,RFn,1,308,Typical,Typical,Paved,88,64,0,0,0,0,No_Pool,No_Fence,None,0,3,2007,WD ,Normal,-93.62919000000001,42.047810999999996,127000
1875,534202030,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,0,10355,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Corner,Gtl,North_Ames,Norm,Norm,OneFam,One_Story,Average,Average,1967,1967,Gable,CompShg,MetalSd,MetalSd,BrkFace,196,Typical,Typical,CBlock,Typical,Typical,No,BLQ,2,Unf,0,519,1214,GasA,Typical,Y,SBrkr,1214,0,0,1214,0,0,2,0,3,1,Typical,5,Typ,1,Fair,Attchd,1967.0,RFn,1,318,Typical,Typical,Paved,0,111,0,0,0,0,No_Pool,No_Fence,None,0,7,2007,WD ,Normal,-93.626518,42.048292,143000
1876,534204120,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,79,10289,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,North_Ames,Norm,Norm,OneFam,One_Story,Average,Good,1965,1965,Hip,CompShg,MetalSd,MetalSd,BrkFace,168,Typical,Typical,CBlock,Typical,Typical,No,ALQ,1,Unf,0,237,1073,GasA,Typical,Y,SBrkr,1073,0,0,1073,1,0,1,1,3,1,Typical,6,Typ,0,No_Fireplace,Attchd,1965.0,RFn,2,515,Typical,Typical,Paved,0,0,0,0,0,0,No_Pool,No_Fence,None,0,6,2007,WD ,Normal,-93.62589799999999,42.046504,156000
1877,534252040,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,0,9503,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,North_Ames,Norm,Norm,OneFam,One_Story,Average,Average,1958,1983,Hip,CompShg,HdBoard,HdBoard,None,0,Typical,Typical,CBlock,Typical,Typical,No,ALQ,1,Rec,374,193,1024,GasA,Typical,Y,SBrkr,1344,0,0,1344,1,0,1,0,2,1,Typical,6,Min1,1,Typical,Detchd,1970.0,Unf,1,484,Typical,Typical,Paved,316,28,0,0,0,0,No_Pool,Good_Wood,None,0,6,2007,WD ,Normal,-93.624758,42.044758,144000
1878,534252060,Duplex_All_Styles_and_Ages,Residential_Low_Density,0,10624,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Inside,Gtl,North_Ames,Norm,Norm,Duplex,One_Story,Average,Below_Average,1964,1964,Gable,CompShg,HdBoard,HdBoard,BrkFace,84,Typical,Typical,CBlock,Typical,Typical,No,GLQ,3,Rec,264,1424,1728,GasA,Typical,Y,SBrkr,1728,0,0,1728,0,1,2,0,6,2,Typical,10,Typ,0,No_Fireplace,Detchd,2002.0,Unf,1,352,Typical,Typical,Paved,155,0,0,0,0,0,No_Pool,No_Fence,None,0,11,2007,WD ,Normal,-93.624592,42.043984,119000
1879,534252070,Duplex_All_Styles_and_Ages,Residential_Low_Density,0,10899,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Inside,Gtl,North_Ames,Norm,Norm,Duplex,One_Story,Below_Average,Average,1964,1964,Gable,CompShg,HdBoard,HdBoard,None,0,Typical,Typical,Slab,No_Basement,No_Basement,No_Basement,No_Basement,5,No_Basement,0,0,0,GasA,Typical,N,SBrkr,1224,0,0,1224,0,0,2,0,2,2,Typical,8,Typ,0,No_Fireplace,CarPort,1964.0,Unf,3,530,Typical,Typical,Paved,0,0,0,0,0,0,No_Pool,No_Fence,None,0,4,2007,WD ,Normal,-93.62454100000001,42.043929,103000
1880,534252110,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,0,12342,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Inside,Gtl,North_Ames,Norm,Norm,OneFam,One_Story,Average,Average,1960,1978,Hip,CompShg,Wd Sdng,Wd Sdng,None,0,Typical,Typical,CBlock,Typical,Typical,No,Unf,7,Unf,0,978,978,GasA,Typical,Y,SBrkr,1422,0,0,1422,0,0,1,0,3,1,Typical,6,Min1,1,Typical,Attchd,1960.0,RFn,1,286,Typical,Typical,Paved,0,0,36,0,0,0,No_Pool,Good_Wood,Shed,600,8,2007,WD ,Normal,-93.62474499999999,42.043121,139900
1881,534275170,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,0,12772,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,CulDSac,Gtl,North_Ames,Norm,Norm,OneFam,One_Story,Above_Average,Very_Good,1960,1998,Hip,CompShg,MetalSd,MetalSd,None,0,Typical,Good,CBlock,Typical,Typical,Mn,BLQ,2,Unf,0,460,958,GasA,Typical,Y,SBrkr,958,0,0,958,0,0,1,0,2,1,Typical,5,Typ,0,No_Fireplace,Attchd,1960.0,RFn,1,301,Typical,Typical,Paved,0,0,0,0,0,0,No_Pool,No_Fence,Gar2,15500,4,2007,WD ,Normal,-93.623636,42.042124,151500
1882,534275220,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,80,8892,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Inside,Gtl,North_Ames,Norm,Norm,OneFam,One_Story,Average,Average,1960,1960,Gable,CompShg,MetalSd,MetalSd,BrkCmn,66,Typical,Typical,CBlock,Typical,Typical,No,Unf,7,Unf,0,1065,1065,GasA,Good,Y,SBrkr,1065,0,0,1065,0,0,1,1,3,1,Typical,6,Typ,0,No_Fireplace,Detchd,1974.0,Unf,2,461,Typical,Typical,Paved,74,0,0,0,0,0,No_Pool,No_Fence,None,0,7,2007,COD,Normal,-93.624606,42.04227,126500
1883,534276070,Split_or_Multilevel,Residential_Low_Density,65,10482,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,North_Ames,Norm,Norm,OneFam,SLvl,Above_Average,Very_Good,1958,1958,Hip,CompShg,VinylSd,VinylSd,BrkFace,63,Typical,Good,CBlock,Typical,Typical,Av,GLQ,3,Unf,0,81,588,GasA,Excellent,Y,SBrkr,1138,0,0,1138,0,1,1,0,3,1,Typical,6,Typ,0,No_Fireplace,Attchd,1958.0,RFn,1,264,Typical,Typical,Paved,224,0,0,0,0,0,No_Pool,Minimum_Wood_Wire,None,0,6,2007,WD ,Normal,-93.623104,42.044036,145000
1885,534276180,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,74,7450,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Inside,Gtl,North_Ames,Norm,Norm,OneFam,One_Story,Average,Average,1956,1956,Hip,CompShg,Wd Sdng,Wd Sdng,None,0,Typical,Typical,CBlock,Typical,Typical,No,Rec,6,LwQ,206,250,894,GasA,Good,Y,SBrkr,1074,0,0,1074,0,0,1,0,2,1,Good,6,Min1,1,Good,Detchd,1966.0,Unf,2,396,Typical,Typical,Paved,0,72,0,0,0,0,No_Pool,Good_Wood,None,0,1,2007,WD ,Normal,-93.621344,42.042485,124000
1887,534278150,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,0,14357,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,CulDSac,Gtl,North_Ames,Norm,Norm,OneFam,One_Story,Average,Average,1961,1961,Hip,CompShg,Wd Sdng,Wd Sdng,None,0,Typical,Typical,CBlock,Typical,Typical,No,ALQ,1,LwQ,167,386,864,GasA,Typical,Y,SBrkr,1187,0,0,1187,1,0,1,0,2,1,Typical,6,Typ,1,Typical,Attchd,1961.0,RFn,2,440,Typical,Typical,Paved,128,0,0,0,0,0,No_Pool,No_Fence,None,0,8,2007,CWD,Normal,-93.622834,42.044921,140500
1888,534278170,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,76,8243,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,CulDSac,Gtl,North_Ames,Norm,Norm,OneFam,One_Story,Average,Good,1961,1961,Gable,CompShg,VinylSd,VinylSd,BrkFace,56,Typical,Good,CBlock,Typical,Typical,No,ALQ,1,Unf,0,264,964,GasA,Excellent,Y,SBrkr,964,0,0,964,0,0,1,0,3,1,Typical,5,Typ,1,Fair,Detchd,1985.0,Fin,2,784,Typical,Typical,Paved,170,0,0,0,0,0,No_Pool,Good_Privacy,None,0,2,2007,WD ,Normal,-93.621452,42.043609000000004,137500
1890,534401120,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,80,8800,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,North_Ames,Norm,Norm,OneFam,One_Story,Good,Above_Average,1966,1966,Hip,CompShg,HdBoard,Plywood,BrkFace,202,Typical,Typical,CBlock,Typical,Typical,No,BLQ,2,Unf,0,520,1174,GasA,Excellent,Y,SBrkr,1200,0,0,1200,0,1,2,0,3,1,Typical,6,Typ,1,Typical,Attchd,1966.0,RFn,2,440,Typical,Typical,Paved,0,0,0,0,0,0,No_Pool,Minimum_Privacy,None,0,10,2007,CWD,Normal,-93.62694499999999,42.039141,163500
1891,534401200,Split_or_Multilevel,Residential_Low_Density,80,9200,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,North_Ames,Norm,Norm,OneFam,SLvl,Above_Average,Average,1965,1965,Gable,CompShg,HdBoard,HdBoard,BrkFace,98,Typical,Typical,CBlock,Typical,Typical,Gd,GLQ,3,Unf,0,548,1042,GasA,Typical,Y,SBrkr,1042,0,0,1042,0,0,2,0,3,1,Typical,5,Typ,0,No_Fireplace,Attchd,1965.0,RFn,2,440,Typical,Typical,Paved,192,0,0,0,0,0,No_Pool,Good_Privacy,None,0,5,2007,WD ,Normal,-93.630023,42.040143,161000
1894,534403420,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,0,11382,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Inside,Gtl,North_Ames,Norm,Norm,OneFam,One_Story,Above_Average,Average,1964,1964,Gable,CompShg,Wd Sdng,Plywood,BrkFace,212,Typical,Typical,CBlock,Typical,Typical,No,ALQ,1,Rec,543,533,1130,GasA,Typical,Y,SBrkr,1374,0,0,1374,0,1,1,0,3,1,Typical,7,Typ,1,Typical,Attchd,1964.0,RFn,1,286,Typical,Typical,Paved,0,28,84,0,0,0,No_Pool,Minimum_Privacy,None,0,8,2007,WD ,Normal,-93.6276375,42.0413937,147000
1895,534425015,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,0,22002,Pave,No_Alley_Access,Regular,Lvl,AllPub,Corner,Gtl,North_Ames,Norm,Norm,OneFam,One_Story,Above_Average,Good,1959,1991,Gable,CompShg,MetalSd,MetalSd,BrkFace,136,Typical,Good,CBlock,Typical,Typical,Mn,ALQ,1,Unf,0,206,1592,GasA,Good,Y,SBrkr,1652,0,0,1652,1,0,1,1,3,1,Good,6,Typ,1,Good,Attchd,1959.0,RFn,2,510,Typical,Typical,Paved,0,0,0,0,201,0,No_Pool,No_Fence,None,0,7,2007,WD ,Normal,-93.6249615,42.0417604,200000
1896,534425080,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,0,14585,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,CulDSac,Gtl,North_Ames,Norm,Norm,OneFam,One_Story,Above_Average,Above_Average,1960,1987,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,85,Typical,Typical,CBlock,Typical,Typical,No,BLQ,2,Rec,219,331,1144,GasA,Excellent,Y,SBrkr,1429,0,0,1429,0,1,1,0,3,1,Good,7,Typ,2,Good,Attchd,1960.0,Unf,2,572,Typical,Typical,Paved,216,110,0,0,0,0,No_Pool,No_Fence,None,0,6,2007,WD ,Normal,-93.624484,42.04074,181900
1897,534427140,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,75,7388,Pave,No_Alley_Access,Regular,Lvl,AllPub,Corner,Gtl,North_Ames,Norm,Norm,OneFam,One_Story,Average,Above_Average,1959,2002,Gable,CompShg,MetalSd,MetalSd,None,0,Typical,Typical,CBlock,Typical,Typical,No,Rec,6,Unf,0,658,1063,GasA,Good,Y,SBrkr,1327,0,0,1327,1,0,1,0,3,1,Good,7,Typ,0,No_Fireplace,Detchd,1974.0,Unf,2,624,Typical,Typical,Paved,0,0,0,0,0,0,No_Pool,No_Fence,None,0,7,2007,WD ,Normal,-93.62326,42.041245,150750
1898,534429030,Duplex_All_Styles_and_Ages,Residential_Low_Density,70,9842,Pave,No_Alley_Access,Regular,Lvl,AllPub,FR2,Gtl,North_Ames,Norm,Norm,Duplex,One_Story,Below_Average,Average,1962,1962,Gable,CompShg,HdBoard,HdBoard,None,0,Typical,Typical,Slab,No_Basement,No_Basement,No_Basement,No_Basement,5,No_Basement,0,0,0,GasA,Typical,Y,SBrkr,1224,0,0,1224,0,0,2,0,2,2,Typical,6,Typ,0,No_Fireplace,CarPort,1962.0,Unf,2,462,Typical,Typical,Paved,0,0,0,0,0,0,No_Pool,No_Fence,None,0,3,2007,WD ,Normal,-93.621368,42.041332000000004,101800
1899,534430090,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,57,8280,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Inside,Gtl,North_Ames,Norm,Norm,OneFam,One_Story,Above_Average,Average,1950,1950,Gable,CompShg,BrkFace,BrkFace,None,0,Typical,Typical,CBlock,Typical,Typical,No,Unf,7,Unf,0,932,932,GasA,Excellent,Y,FuseA,932,0,0,932,0,0,1,0,2,1,Good,4,Typ,1,Good,Attchd,1950.0,Unf,1,306,Typical,Typical,Paved,0,0,214,0,0,0,No_Pool,Good_Privacy,None,0,11,2007,WD ,Normal,-93.622804,42.039212,124000
1902,534450110,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,50,5000,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Brookside,Norm,Norm,OneFam,One_Story,Fair,Fair,1946,1950,Gable,CompShg,WdShing,Wd Shng,None,0,Fair,Fair,CBlock,Fair,Fair,No,LwQ,4,Unf,0,367,666,GasA,Fair,N,SBrkr,666,0,0,666,0,1,1,0,2,1,Good,4,Typ,0,No_Fireplace,No_Garage,,No_Garage,0,0,No_Garage,No_Garage,Dirt_Gravel,0,52,0,0,0,0,No_Pool,Minimum_Privacy,None,0,4,2007,WD ,Normal,-93.629545,42.035684,64500
1903,534451020,One_and_Half_Story_Finished_All_Ages,Residential_Low_Density,51,3500,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Brookside,Feedr,Norm,OneFam,One_and_Half_Fin,Fair,Average,1945,1950,Gable,CompShg,MetalSd,MetalSd,None,0,Typical,Typical,CBlock,Typical,Typical,No,LwQ,4,Unf,0,226,370,GasA,Typical,N,FuseA,442,228,0,670,1,0,1,0,2,1,Fair,4,Typ,0,No_Fireplace,No_Garage,,No_Garage,0,0,No_Garage,No_Garage,Dirt_Gravel,0,21,0,0,0,0,No_Pool,Minimum_Privacy,Shed,2000,7,2007,WD ,Normal,-93.628654,42.036023,64000
1904,534453080,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,50,5175,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Brookside,RRAn,Feedr,OneFam,One_Story,Average,Very_Good,1958,2000,Gable,CompShg,VinylSd,VinylSd,None,0,Typical,Typical,CBlock,Typical,Typical,No,BLQ,2,ALQ,404,254,808,GasA,Excellent,Y,SBrkr,808,0,0,808,0,0,1,0,2,1,Typical,5,Typ,0,No_Fireplace,Detchd,1963.0,Unf,1,308,Typical,Typical,Dirt_Gravel,143,0,0,0,0,0,No_Pool,No_Fence,None,0,7,2007,COD,Normal,-93.628582,42.036223,112000
1907,534478140,Duplex_All_Styles_and_Ages,Residential_Low_Density,95,11345,Pave,No_Alley_Access,Regular,Lvl,AllPub,Corner,Gtl,North_Ames,Feedr,Norm,Duplex,Two_Story,Average,Average,1948,1950,Gable,Roll,AsbShng,AsbShng,Stone,567,Typical,Typical,CBlock,Typical,Typical,No,Rec,6,Unf,0,708,928,GasA,Good,Y,FuseA,928,992,0,1920,0,0,2,0,4,2,Typical,10,Typ,0,No_Fireplace,Detchd,1948.0,Unf,2,400,Typical,Fair,Paved,0,0,0,0,0,0,No_Pool,No_Fence,None,0,7,2007,WD ,Normal,-93.62148499999999,42.03465,137000
1910,535101150,Duplex_All_Styles_and_Ages,Residential_Low_Density,63,8668,Pave,No_Alley_Access,Regular,Lvl,AllPub,Corner,Gtl,North_Ames,Norm,Norm,Duplex,One_Story,Average,Average,1968,1968,Gable,CompShg,MetalSd,MetalSd,None,0,Typical,Typical,CBlock,Typical,Typical,No,Unf,7,Unf,0,1560,1560,GasA,Typical,Y,SBrkr,1560,0,0,1560,0,0,2,0,4,2,Typical,8,Typ,0,No_Fireplace,Detchd,1968.0,Unf,3,792,Typical,Typical,Paved,0,0,0,0,0,0,No_Pool,No_Fence,None,0,5,2007,WD ,Normal,-93.619383,42.049215999999994,126000
1911,535102010,Split_Foyer,Residential_Low_Density,0,10050,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Inside,Gtl,North_Ames,Norm,Norm,OneFam,SFoyer,Average,Above_Average,1966,1966,Gable,CompShg,HdBoard,HdBoard,BrkFace,87,Typical,Typical,CBlock,Typical,Typical,Av,GLQ,3,Unf,0,191,793,GasA,Excellent,Y,SBrkr,1280,0,0,1280,0,1,2,0,3,1,Typical,6,Typ,1,Typical,Basment,1966.0,Fin,2,432,Typical,Typical,Paved,140,40,0,0,0,0,No_Pool,No_Fence,None,0,6,2007,WD ,Normal,-93.61706,42.048934,175000
